login_time,typing_speed,backspace_count,mouse_movement_speed,cursor_path_length,ip_address_risk,geo_location_change,device_type,browser_type,failed_attempts_last_10min,login_hour,session_request_rate,password_paste,vpn_detected,tor_detected,keystroke_variance,is_attacker,attack,label
6.29,1.84,2,115.65,627.15,0,0,Desktop,Safari,1,10,2.8,0,0,0,0.527,0,none,0
7.03,3.51,2,156.95,541.61,0,0,Desktop,Chrome,2,1,2.92,0,1,0,0.39,0,none,0
4.64,3.05,2,254.32,335.3,0,0,Desktop,Safari,3,2,2.02,1,0,0,0.47,1,bot_attack,1
5.78,1.31,2,199.93,508.98,0,1,Mobile,Chrome,1,23,3.95,0,0,0,0.728,0,none,0
5.58,3.36,4,295.96,394.19,0,0,Desktop,Safari,0,21,1.9,0,0,0,0.098,0,none,0
4.01,4.07,4,223.77,520.9,0,0,Mobile,Firefox,0,1,4.18,0,1,0,0.251,1,bot_attack,1
6.68,0.63,2,317.06,104.06,0,0,Desktop,Firefox,1,10,2.91,1,0,0,0.299,0,none,0
4.21,5.26,2,404.91,601.63,0,0,Desktop,Chrome,4,14,3.92,0,0,1,0.242,1,tor_intrusion,1
3.47,2.72,2,203.75,222.68,0,0,Desktop,Safari,2,2,2.19,1,0,0,0.463,1,bot_attack,1
2.64,4.47,3,134.01,377.39,0,1,Desktop,Firefox,2,21,1.15,0,0,0,0.577,1,bot_attack,1
3.1,4.27,1,338.25,447.09,0,0,Desktop,Safari,2,16,3.06,0,1,0,0.599,0,none,0
3.36,4.01,1,322.39,428.9,0,0,Mobile,Edge,3,2,4.44,1,0,0,0.409,1,bot_attack,1
2.43,3.19,2,266.3,677.09,1,0,Mobile,Firefox,0,6,4.16,0,0,0,0.527,0,none,0
4.32,2.55,1,114.78,331.08,0,0,Desktop,Firefox,2,6,3.5,0,0,0,0.498,0,none,0
4.83,3.49,3,278.01,547.98,0,1,Desktop,Safari,1,22,2.89,0,0,0,0.536,0,none,0
3.73,3.85,2,250.9,527.4,0,0,Desktop,Firefox,3,12,3.58,0,0,0,0.601,0,none,0
4.66,5.6,5,193.45,611.46,0,0,Mobile,Chrome,1,0,0.53,0,0,0,0.095,0,none,0
4.99,4.4,4,308.01,358.44,0,1,Mobile,Edge,1,18,3.0,1,0,0,0.45,1,bot_attack,1
5.03,2.77,3,299.29,245.89,1,0,Mobile,Safari,0,4,1.63,0,1,0,0.205,1,bot_attack,1
4.6,2.62,1,250.17,758.98,0,0,Desktop,Safari,1,6,2.01,0,1,0,0.364,1,bot_attack,1
3.32,4.22,1,252.84,955.97,1,0,Desktop,Edge,1,6,2.74,0,0,0,0.53,0,none,0
4.12,4.52,2,202.03,437.87,0,0,Desktop,Firefox,0,14,2.71,1,0,0,0.261,0,none,0
3.48,2.71,1,188.82,167.66,0,0,Desktop,Chrome,1,10,2.26,1,0,0,0.281,0,none,0
6.24,2.84,1,182.32,359.76,0,1,Desktop,Safari,0,8,2.95,0,0,0,0.63,0,none,0
4.38,5.92,1,121.81,388.17,0,0,Desktop,Chrome,1,1,3.6,0,1,0,0.228,0,none,0
2.33,4.94,1,393.33,285.47,0,0,Desktop,Edge,1,21,2.2,0,0,0,0.405,0,none,0
2.84,4.86,0,211.91,399.22,0,0,Desktop,Chrome,1,3,1.58,1,0,0,0.586,0,none,0
4.84,1.98,2,198.7,761.67,0,0,Mobile,Safari,4,12,0.12,0,0,0,0.373,0,none,0
6.26,4.76,4,255.26,552.63,0,0,Mobile,Safari,4,8,2.3,0,0,0,0.12,0,none,0
6.3,4.73,3,282.28,570.82,0,0,Mobile,Chrome,2,2,2.78,0,0,0,0.135,0,none,0
6.79,2.25,1,360.28,172.05,0,1,Mobile,Firefox,0,22,3.54,1,0,0,0.442,0,none,0
3.01,0.65,3,201.87,812.65,0,0,Mobile,Chrome,3,18,2.16,0,0,0,0.513,0,none,0
5.79,4.61,2,182.44,531.63,0,0,Mobile,Edge,1,17,1.76,1,1,0,0.468,0,none,0
5.11,2.65,0,428.55,363.86,0,0,Desktop,Firefox,3,6,2.65,0,0,1,0.564,0,none,0
3.45,4.36,1,193.9,508.23,0,1,Mobile,Edge,0,18,2.76,0,0,0,0.44,0,none,0
5.9,3.8,0,275.65,450.87,0,1,Mobile,Safari,1,4,1.91,0,0,0,0.445,0,none,0
4.23,3.53,1,212.86,578.66,0,1,Mobile,Chrome,0,2,1.93,1,0,0,0.621,0,none,0
5.08,2.29,2,329.58,611.02,0,1,Desktop,Safari,2,21,1.99,0,0,1,0.525,1,tor_intrusion,1
1.9,2.23,1,247.11,492.48,0,0,Desktop,Firefox,4,0,1.28,1,0,0,0.539,0,none,0
5.54,2.38,5,308.34,91.63,0,0,Desktop,Firefox,0,19,2.39,0,0,0,0.261,0,none,0
4.23,5.14,0,245.03,594.13,0,1,Desktop,Firefox,0,13,2.27,0,0,0,0.575,0,none,0
5.67,3.08,3,167.96,727.31,0,0,Mobile,Firefox,0,23,3.77,0,0,0,0.505,0,none,0
1.75,4.4,3,231.42,585.78,1,0,Mobile,Firefox,2,4,1.15,0,0,0,0.455,0,none,0
3.08,2.97,3,150.6,455.08,0,0,Mobile,Firefox,0,4,2.26,1,0,0,0.436,0,none,0
2.94,3.3,1,143.43,665.47,0,0,Mobile,Safari,2,17,2.44,0,0,0,0.331,1,bot_attack,1
3.73,3.49,3,252.6,393.77,0,0,Mobile,Firefox,2,22,2.83,0,0,0,0.406,1,bot_attack,1
3.22,2.05,2,195.18,408.52,0,0,Desktop,Safari,0,23,2.94,1,0,0,0.419,0,none,0
5.09,4.24,2,300.73,624.17,0,0,Mobile,Edge,2,17,3.3,0,0,0,0.751,0,none,0
2.73,4.41,2,305.47,631.4,0,0,Desktop,Firefox,2,6,3.78,0,1,0,0.349,0,none,0
2.67,3.99,2,156.01,913.36,0,1,Mobile,Firefox,1,16,2.85,0,0,0,0.653,0,none,0
5.83,2.91,2,253.19,714.26,1,0,Desktop,Edge,3,20,2.51,0,0,0,0.475,0,none,0
4.63,3.75,2,241.43,230.37,0,0,Mobile,Edge,0,4,0.1,1,0,0,0.709,0,none,0
6.67,3.99,4,243.05,609.14,0,0,Mobile,Firefox,1,4,3.37,0,0,0,0.537,0,none,0
5.33,2.95,1,324.89,941.84,0,0,Mobile,Safari,0,23,2.49,1,0,0,0.321,0,none,0
3.53,1.14,0,152.38,649.16,0,0,Mobile,Firefox,1,18,2.61,0,0,0,0.638,0,none,0
7.12,4.84,0,244.28,524.85,0,0,Desktop,Safari,1,1,2.82,0,0,0,0.479,1,bot_attack,1
5.41,3.97,2,304.44,646.71,0,0,Desktop,Chrome,1,20,3.91,0,0,0,0.473,0,none,0
4.87,1.77,1,92.67,466.71,0,1,Desktop,Edge,0,6,2.67,1,0,0,0.441,1,bot_attack,1
5.28,1.7,1,142.89,550.03,1,0,Mobile,Edge,4,15,2.15,0,0,0,0.287,0,none,0
4.78,4.36,3,330.21,131.44,0,1,Mobile,Edge,0,4,1.83,0,0,0,0.591,0,none,0
5.37,3.19,2,220.87,441.85,0,0,Mobile,Safari,0,0,1.65,0,0,0,0.183,0,none,0
4.47,6.41,3,383.42,480.37,0,0,Desktop,Safari,2,10,1.44,0,0,0,0.185,0,none,0
7.39,2.43,0,244.92,580.47,0,0,Desktop,Chrome,2,11,2.79,0,0,0,0.63,0,none,0
5.25,3.36,3,234.63,263.35,0,0,Desktop,Chrome,1,8,3.32,0,0,0,0.417,0,none,0
1.42,2.7,2,253.86,584.53,0,0,Mobile,Chrome,0,22,2.35,0,0,0,0.7,0,none,0
4.01,3.02,0,273.29,362.4,0,0,Desktop,Edge,2,17,2.29,0,0,0,0.53,0,none,0
4.94,4.29,4,245.11,309.65,0,0,Desktop,Firefox,2,7,1.97,0,0,0,0.593,0,none,0
4.83,3.86,1,172.17,423.14,0,0,Mobile,Safari,1,9,2.28,0,0,0,0.559,0,none,0
3.42,4.4,1,389.36,705.76,0,1,Desktop,Chrome,2,12,0.48,0,0,0,0.693,1,bot_attack,1
3.32,3.71,0,374.61,696.78,0,0,Mobile,Chrome,1,18,3.42,0,0,0,0.318,0,none,0
4.24,3.27,2,164.22,360.19,1,0,Desktop,Edge,1,15,0.58,1,0,0,0.279,1,bot_attack,1
3.41,4.52,2,156.59,424.07,1,0,Desktop,Chrome,1,5,2.5,0,0,0,0.455,1,bot_attack,1
1.06,1.77,1,347.44,261.87,0,0,Mobile,Chrome,0,19,3.05,0,0,0,0.21,0,none,0
2.7,3.89,0,155.63,487.6,0,0,Mobile,Firefox,1,8,1.71,1,0,0,0.567,0,none,0
3.33,4.18,0,133.21,618.51,1,0,Mobile,Firefox,0,19,2.21,0,0,0,0.506,1,bot_attack,1
6.01,4.73,1,415.6,522.16,0,0,Desktop,Edge,1,20,2.0,0,0,0,0.68,0,none,0
7.54,2.8,1,160.11,410.7,0,0,Mobile,Edge,2,15,2.24,1,0,0,0.382,1,bot_attack,1
4.65,2.57,3,169.14,404.48,0,0,Mobile,Firefox,1,17,3.47,1,0,0,0.124,0,none,0
5.36,2.94,1,267.99,229.27,0,1,Desktop,Safari,1,0,0.72,0,0,0,0.51,0,none,0
5.23,3.91,6,336.09,371.45,0,0,Desktop,Chrome,0,0,1.62,0,1,0,0.32,1,bot_attack,1
3.81,2.93,2,317.47,611.65,0,0,Desktop,Firefox,0,2,2.28,0,0,0,0.564,0,none,0
2.14,2.68,4,116.1,382.6,0,0,Desktop,Chrome,1,13,1.61,0,0,0,0.562,0,none,0
5.24,4.5,2,136.24,552.36,0,0,Mobile,Chrome,2,15,2.24,1,0,0,0.315,0,none,0
3.19,5.13,1,70.34,717.69,0,1,Mobile,Safari,2,12,2.97,0,0,0,0.238,0,none,0
5.0,2.03,4,111.95,737.72,0,0,Desktop,Edge,2,11,2.75,0,1,1,0.495,1,tor_intrusion,1
3.17,4.43,2,318.68,50.0,0,0,Mobile,Edge,1,15,1.6,1,0,0,0.528,0,none,0
1.64,3.95,3,232.66,377.47,1,0,Mobile,Firefox,0,8,0.93,0,0,0,0.502,0,none,0
5.53,3.33,0,327.14,594.1,0,0,Mobile,Safari,1,1,2.33,0,0,0,0.586,0,none,0
3.02,3.06,0,377.44,611.64,1,0,Desktop,Safari,1,1,3.02,0,0,0,0.247,0,none,0
4.34,3.7,1,246.78,256.85,0,1,Mobile,Safari,1,5,3.21,0,1,0,0.498,1,bot_attack,1
4.2,2.3,2,262.54,499.69,0,0,Mobile,Safari,3,19,3.82,1,0,0,0.425,0,none,0
5.97,3.0,1,286.38,503.12,1,1,Mobile,Chrome,1,16,1.09,0,0,0,0.446,1,bot_attack,1
4.67,3.69,1,180.77,558.46,1,0,Desktop,Chrome,1,3,1.71,1,1,0,0.464,1,bot_attack,1
5.91,4.86,2,20.0,534.15,1,0,Desktop,Firefox,1,8,2.66,1,0,0,0.491,0,none,0
6.58,1.66,3,330.24,489.96,0,0,Desktop,Safari,1,5,2.67,0,0,0,0.713,0,none,0
4.26,5.12,3,229.48,336.5,0,1,Desktop,Chrome,0,18,2.73,1,0,0,0.236,0,none,0
5.84,1.78,3,119.07,402.43,1,0,Mobile,Chrome,0,10,0.91,0,0,0,0.52,0,none,0
4.87,3.35,0,417.1,455.2,0,0,Mobile,Firefox,2,19,2.84,0,0,0,0.622,0,none,0
5.57,3.51,1,225.47,454.18,0,0,Mobile,Safari,1,22,3.43,0,0,0,0.757,0,none,0
2.64,4.3,3,292.14,398.14,0,0,Mobile,Chrome,0,18,2.18,0,0,0,0.614,0,none,0
5.26,2.65,2,172.7,763.62,0,0,Desktop,Chrome,0,3,3.33,1,1,0,0.616,0,none,0
4.96,1.72,0,349.21,543.6,0,0,Mobile,Safari,1,4,4.26,1,0,0,0.79,0,none,0
3.52,4.22,2,336.32,503.3,0,1,Desktop,Firefox,1,18,2.13,0,0,0,0.418,0,none,0
5.23,4.96,2,140.82,410.4,0,1,Mobile,Safari,0,2,1.07,1,0,0,0.334,0,none,0
3.43,2.03,3,326.64,313.17,0,0,Desktop,Chrome,0,11,2.63,0,0,0,0.524,0,none,0
5.7,3.8,5,185.56,50.0,0,0,Desktop,Firefox,3,8,1.73,0,0,0,0.394,0,none,0
4.91,5.14,2,303.48,590.42,1,0,Desktop,Safari,1,21,3.81,0,1,0,0.435,1,bot_attack,1
3.44,2.82,3,234.75,504.33,0,0,Desktop,Edge,4,19,2.99,0,0,0,0.614,0,none,0
7.31,2.3,2,274.61,1013.67,0,1,Desktop,Firefox,2,22,3.97,1,0,0,0.565,0,none,0
4.47,3.5,1,310.38,392.56,0,0,Desktop,Safari,0,6,4.73,0,0,0,0.426,0,none,0
4.59,3.21,2,207.64,236.99,0,0,Mobile,Chrome,1,7,2.82,0,0,0,0.7,0,none,0
4.24,4.71,0,208.41,521.85,0,0,Mobile,Chrome,3,10,3.68,0,0,0,0.582,0,none,0
3.99,1.53,0,242.92,482.25,1,0,Mobile,Safari,1,23,1.89,1,0,0,0.512,1,bot_attack,1
5.24,2.57,0,295.27,561.31,0,1,Mobile,Firefox,1,18,1.82,0,0,0,0.646,0,none,0
3.34,6.11,2,323.93,317.5,1,0,Mobile,Chrome,1,15,2.9,0,0,0,0.492,1,bot_attack,1
2.46,2.42,0,279.43,679.27,0,0,Mobile,Chrome,0,23,2.11,1,1,0,0.356,0,none,0
5.26,2.58,5,202.46,411.49,0,0,Desktop,Edge,4,5,1.07,0,0,0,0.24,0,none,0
3.5,3.75,0,273.63,442.12,0,0,Mobile,Edge,1,3,2.81,0,0,0,0.569,0,none,0
3.73,3.95,3,78.5,575.49,0,0,Desktop,Firefox,0,13,0.1,0,0,1,0.487,0,none,0
4.67,5.24,2,252.07,419.89,0,1,Mobile,Firefox,2,11,2.24,1,1,0,0.372,1,bot_attack,1
6.49,1.89,1,238.57,369.36,0,0,Desktop,Chrome,2,5,2.53,1,0,0,0.556,0,none,0
5.29,4.18,2,204.47,455.66,0,0,Mobile,Firefox,3,12,2.7,0,0,0,0.241,0,none,0
7.6,2.64,1,263.38,424.55,0,0,Desktop,Safari,2,17,3.18,0,0,0,0.551,0,none,0
2.14,1.17,1,250.7,289.8,0,0,Desktop,Safari,1,14,3.4,0,0,0,0.597,0,none,0
5.56,6.71,0,281.1,496.31,0,0,Desktop,Firefox,1,10,2.27,0,0,0,0.151,1,bot_attack,1
2.56,4.77,2,262.12,544.97,1,0,Mobile,Chrome,1,18,0.44,0,0,0,0.611,0,none,0
2.02,4.26,0,226.43,294.06,0,0,Desktop,Firefox,1,19,2.66,0,0,0,0.362,0,none,0
6.29,4.12,4,229.51,586.3,0,0,Mobile,Chrome,0,4,2.35,1,0,0,0.462,0,none,0
7.78,2.69,5,267.59,652.44,0,0,Desktop,Safari,2,2,2.85,0,0,0,0.095,0,none,0
4.42,1.93,0,168.93,284.72,0,1,Mobile,Chrome,0,15,3.77,0,1,0,0.307,0,none,0
5.1,4.04,3,323.53,508.34,0,0,Mobile,Chrome,1,20,2.12,1,0,0,0.76,0,none,0
2.88,3.84,3,146.36,508.26,0,1,Mobile,Chrome,0,5,1.7,0,1,0,0.424,0,none,0
6.43,4.03,5,303.54,625.77,0,0,Desktop,Safari,4,21,2.69,1,0,0,0.289,1,bot_attack,1
2.97,4.67,1,239.63,58.99,0,0,Mobile,Chrome,0,12,2.57,0,0,0,0.397,0,none,0
5.08,3.91,7,115.63,427.19,0,0,Mobile,Chrome,1,2,0.1,0,0,0,0.36,0,none,0
5.6,3.51,0,246.55,340.63,0,0,Mobile,Safari,2,19,1.87,1,0,0,0.482,0,none,0
2.47,3.34,0,293.36,687.93,0,0,Mobile,Edge,3,22,2.82,0,0,0,0.719,0,none,0
7.05,2.86,1,238.59,562.46,0,1,Mobile,Edge,1,4,2.62,0,0,0,0.483,1,bot_attack,1
4.06,3.93,0,344.52,321.6,0,1,Desktop,Chrome,1,14,2.67,0,0,0,0.741,1,bot_attack,1
5.24,4.23,2,186.18,501.98,0,1,Mobile,Edge,2,8,0.79,0,0,0,0.435,1,bot_attack,1
6.24,2.02,3,282.3,853.21,0,1,Desktop,Firefox,2,21,2.04,0,0,0,0.563,0,none,0
5.87,3.25,1,262.19,522.84,0,0,Desktop,Safari,3,14,1.64,0,0,1,0.457,0,none,0
5.91,3.03,4,259.93,677.45,0,0,Mobile,Safari,2,21,1.38,0,1,1,0.442,1,tor_intrusion,1
5.31,3.05,1,350.25,336.88,0,0,Desktop,Safari,0,18,0.98,0,0,0,0.278,0,none,0
6.78,4.29,2,240.58,535.37,0,0,Desktop,Chrome,1,15,2.9,0,0,0,0.377,0,none,0
2.56,3.26,0,245.63,365.5,0,0,Desktop,Edge,1,13,2.02,1,0,0,0.519,0,none,0
1.78,3.06,1,252.85,638.15,0,0,Desktop,Edge,1,1,1.53,1,0,0,0.392,0,none,0
6.21,1.16,3,170.92,479.14,0,1,Mobile,Edge,2,10,2.17,0,1,0,0.768,0,none,0
6.85,4.6,1,189.86,610.85,0,0,Desktop,Chrome,0,10,2.38,0,0,0,0.451,0,none,0
2.03,4.59,5,244.58,660.21,0,0,Desktop,Firefox,2,17,2.52,0,1,0,0.403,0,none,0
4.6,4.83,1,212.96,514.12,0,0,Mobile,Safari,0,15,2.33,1,0,0,0.406,1,bot_attack,1
3.2,2.05,0,271.59,550.86,0,0,Desktop,Edge,1,12,1.66,1,0,0,0.831,0,none,0
4.38,4.04,1,215.66,489.19,0,0,Mobile,Safari,0,20,0.63,1,0,0,0.657,0,none,0
3.81,4.19,0,294.01,762.65,0,0,Desktop,Safari,1,11,1.68,0,0,0,0.396,0,none,0
5.39,4.53,0,396.35,497.05,0,0,Mobile,Edge,1,7,1.9,0,0,0,0.32,0,none,0
0.5,3.55,0,294.69,812.71,0,0,Desktop,Safari,2,23,1.56,1,0,0,0.485,0,none,0
3.29,6.28,5,341.75,791.1,0,0,Mobile,Safari,1,22,1.03,0,0,0,0.411,0,none,0
5.25,4.06,1,100.34,481.9,0,0,Mobile,Firefox,1,21,4.26,1,0,0,0.34,0,none,0
6.24,2.71,1,227.58,878.83,0,0,Desktop,Safari,1,1,2.32,1,0,0,0.339,0,none,0
6.48,3.77,1,300.13,678.42,0,0,Desktop,Edge,1,6,3.56,0,0,0,0.447,0,none,0
8.01,6.08,3,333.73,643.17,0,1,Desktop,Chrome,3,1,2.65,1,1,0,0.624,1,credential_stuffing,1
4.39,4.78,4,386.54,336.63,0,0,Desktop,Chrome,2,6,3.09,0,0,0,0.251,0,none,0
4.19,5.64,4,266.33,349.94,0,0,Mobile,Edge,0,4,2.93,1,0,0,0.468,0,none,0
2.84,2.65,1,126.94,640.53,0,0,Mobile,Safari,2,21,2.15,0,0,0,0.469,0,none,0
4.47,4.05,0,446.41,399.24,0,0,Desktop,Chrome,0,12,2.89,1,0,0,0.422,0,none,0
5.54,3.12,2,333.9,544.87,0,0,Desktop,Firefox,1,3,2.09,0,1,0,0.855,0,none,0
4.9,3.0,1,125.41,630.0,0,0,Mobile,Firefox,0,3,0.81,0,0,0,0.534,0,none,0
1.31,3.5,3,156.59,689.86,0,0,Mobile,Firefox,0,18,1.69,0,0,0,0.247,0,none,0
5.68,1.56,6,304.06,665.8,1,0,Mobile,Safari,0,18,3.21,0,0,0,0.454,0,none,0
4.98,4.93,2,219.47,214.43,0,1,Mobile,Firefox,1,13,2.05,0,0,0,0.526,1,bot_attack,1
5.64,2.06,1,179.51,626.75,0,0,Desktop,Safari,2,16,3.39,0,1,0,0.485,0,none,0
2.99,3.19,5,301.74,556.16,1,0,Mobile,Edge,0,8,2.0,0,0,0,0.589,0,none,0
4.15,2.03,1,272.12,399.56,0,1,Mobile,Chrome,0,10,2.46,0,0,0,0.473,0,none,0
4.79,3.78,3,199.13,438.13,0,0,Mobile,Chrome,0,23,1.37,1,0,0,0.78,0,none,0
5.48,4.13,3,328.91,50.0,0,0,Desktop,Firefox,0,6,3.74,1,0,0,0.791,0,none,0
2.84,1.69,0,174.79,564.25,0,0,Mobile,Chrome,2,16,2.48,0,0,1,0.589,0,none,0
0.82,4.23,0,303.43,854.62,0,0,Mobile,Firefox,2,14,3.8,1,1,0,0.583,0,none,0
3.27,5.66,3,296.83,331.85,0,0,Desktop,Safari,1,17,3.39,0,0,0,0.364,1,bot_attack,1
6.15,2.23,4,148.8,638.42,0,0,Mobile,Chrome,3,13,1.22,0,1,0,0.49,1,bot_attack,1
6.75,4.35,4,303.94,439.31,0,0,Desktop,Edge,3,10,2.95,0,0,0,0.371,0,none,0
3.37,0.97,3,380.6,631.54,0,0,Mobile,Safari,1,8,3.38,0,0,0,0.749,0,none,0
6.68,2.01,2,223.47,777.6,0,0,Mobile,Firefox,1,16,3.59,0,0,0,0.288,0,none,0
4.38,2.44,4,244.33,656.2,0,1,Desktop,Chrome,4,6,1.75,0,0,1,0.614,0,none,0
0.5,3.89,3,242.86,764.82,0,0,Desktop,Safari,0,22,4.28,0,0,0,0.251,0,none,0
3.48,1.71,5,240.43,779.27,1,1,Mobile,Safari,0,11,3.69,0,0,0,0.529,0,none,0
5.19,3.05,1,136.61,50.0,0,0,Desktop,Firefox,1,3,3.05,0,0,0,0.469,0,none,0
4.71,3.21,1,274.61,562.33,0,0,Desktop,Chrome,3,6,0.49,0,0,0,0.59,0,none,0
2.8,3.47,1,137.84,556.75,0,0,Mobile,Chrome,0,0,3.14,0,0,0,0.427,0,none,0
6.75,5.15,0,232.11,536.21,0,0,Mobile,Edge,1,12,2.96,1,0,0,0.437,0,none,0
4.38,5.21,2,310.54,398.14,0,0,Desktop,Firefox,0,4,2.54,0,0,0,0.772,0,none,0
3.2,2.07,2,131.25,885.35,0,1,Desktop,Edge,0,15,1.83,0,0,0,0.553,0,none,0
7.92,3.79,1,268.56,796.4,0,0,Desktop,Safari,2,20,3.85,1,0,0,0.313,0,none,0
3.62,5.68,2,266.61,456.85,0,0,Mobile,Chrome,3,13,1.7,0,0,0,0.658,0,none,0
4.81,1.55,4,167.04,192.76,1,0,Desktop,Chrome,1,21,1.29,1,0,0,0.284,1,bot_attack,1
6.64,1.8,1,136.03,866.22,0,0,Mobile,Safari,4,6,4.81,0,0,0,0.611,0,none,0
4.71,2.65,1,242.39,560.71,0,0,Desktop,Edge,1,22,3.61,0,0,0,0.468,0,none,0
4.35,2.03,3,147.76,696.06,0,0,Desktop,Chrome,1,21,1.93,0,0,0,0.265,0,none,0
4.25,3.59,4,302.84,296.81,0,0,Mobile,Firefox,3,12,3.38,0,1,0,0.613,0,none,0
2.59,3.0,1,310.96,658.67,0,0,Mobile,Chrome,5,20,2.88,0,0,0,0.542,0,none,0
1.91,3.57,2,357.23,608.87,0,0,Desktop,Chrome,2,11,1.94,0,0,0,0.453,0,none,0
5.57,5.7,2,215.8,813.89,0,0,Mobile,Firefox,1,5,3.32,1,0,0,0.299,0,none,0
4.1,4.63,1,187.81,583.5,0,0,Mobile,Edge,3,14,2.72,0,0,0,0.41,0,none,0
8.19,2.55,3,174.32,540.2,0,0,Mobile,Safari,0,16,1.62,1,1,0,0.432,1,bot_attack,1
5.54,4.32,1,165.47,477.68,1,0,Mobile,Edge,1,10,4.46,0,0,0,0.431,0,none,0
5.99,3.72,1,103.3,345.07,0,0,Desktop,Edge,1,1,1.88,0,0,0,0.313,0,none,0
4.06,4.38,0,336.52,553.37,0,0,Desktop,Safari,0,11,1.15,0,1,1,0.249,1,tor_intrusion,1
4.06,5.98,1,238.83,156.67,0,0,Mobile,Firefox,2,2,2.1,0,0,0,0.455,0,none,0
2.92,3.44,3,262.22,101.21,0,0,Desktop,Chrome,3,14,3.39,0,0,0,0.671,0,none,0
6.79,2.78,2,323.34,501.19,0,0,Mobile,Chrome,2,0,2.77,0,0,0,0.495,0,none,0
3.59,5.72,0,334.95,298.87,0,1,Desktop,Edge,1,21,2.64,1,0,0,0.52,0,none,0
5.15,3.48,3,239.7,337.23,0,1,Desktop,Safari,3,2,2.25,0,0,0,0.595,1,bot_attack,1
5.58,3.83,2,274.2,681.2,0,0,Desktop,Edge,1,6,3.03,0,0,0,0.245,0,none,0
2.57,2.03,2,429.2,504.23,0,1,Mobile,Chrome,2,6,3.28,0,1,0,0.437,1,bot_attack,1
4.46,3.35,0,354.5,370.09,0,0,Desktop,Safari,0,14,1.26,0,0,0,0.433,0,none,0
8.47,4.43,1,363.96,846.4,0,0,Desktop,Safari,1,9,1.82,0,0,0,0.507,0,none,0
4.31,5.29,3,186.79,552.24,0,0,Desktop,Edge,0,12,2.71,0,1,0,0.296,0,none,0
4.62,0.94,1,176.21,144.67,0,0,Mobile,Firefox,0,15,3.46,0,0,0,0.383,0,none,0
5.34,5.2,3,364.76,310.14,0,0,Desktop,Edge,1,6,2.85,0,0,0,0.638,1,bot_attack,1
3.97,2.43,2,158.66,571.09,0,0,Mobile,Firefox,0,12,3.24,0,0,0,0.534,0,none,0
5.36,3.35,0,184.48,757.68,0,0,Desktop,Edge,1,20,1.58,0,1,0,0.636,1,bot_attack,1
2.23,4.21,4,333.94,342.3,0,0,Desktop,Chrome,0,20,3.41,0,0,0,0.375,0,none,0
2.42,4.59,0,161.92,554.14,1,0,Mobile,Firefox,0,4,2.66,1,0,0,0.615,0,none,0
6.58,3.27,2,356.5,357.02,0,0,Mobile,Safari,0,16,2.28,0,0,0,0.436,0,none,0
7.36,3.6,1,226.44,440.9,0,0,Mobile,Chrome,2,10,2.98,0,0,0,0.581,0,none,0
4.12,2.26,2,222.83,787.32,1,1,Mobile,Firefox,1,13,3.25,0,0,0,0.532,1,bot_attack,1
4.85,4.85,1,364.69,600.32,0,0,Mobile,Firefox,0,3,3.07,0,0,0,0.362,0,none,0
4.21,4.12,0,259.92,448.66,0,0,Desktop,Firefox,2,20,2.31,0,1,0,0.492,0,none,0
5.17,2.35,2,253.33,556.44,1,0,Desktop,Edge,1,13,2.31,1,1,0,0.304,1,bot_attack,1
2.38,3.48,3,191.54,705.0,0,1,Desktop,Safari,0,9,1.73,0,0,0,0.495,0,none,0
4.89,3.05,3,191.74,403.12,1,0,Desktop,Firefox,1,1,3.51,0,0,0,0.22,0,none,0
4.49,3.01,0,185.59,591.48,0,0,Desktop,Firefox,1,20,3.17,0,0,0,0.744,0,none,0
4.91,2.93,1,217.41,719.38,0,1,Mobile,Chrome,2,7,3.76,1,0,0,0.583,1,bot_attack,1
1.67,2.56,0,225.32,664.92,0,0,Desktop,Safari,1,18,2.11,1,0,0,0.403,1,bot_attack,1
3.43,5.19,2,176.48,468.02,0,0,Desktop,Chrome,0,4,3.12,0,0,0,0.526,0,none,0
6.5,2.36,2,294.78,145.36,0,0,Desktop,Edge,3,5,1.62,0,0,0,0.704,0,none,0
5.8,4.04,1,277.36,258.06,0,0,Mobile,Firefox,1,22,3.13,1,0,1,0.451,1,tor_intrusion,1
4.99,2.75,0,360.4,371.74,0,0,Desktop,Edge,1,9,2.59,0,0,0,0.562,0,none,0
4.47,2.7,0,249.81,443.31,0,1,Desktop,Chrome,0,5,3.85,0,0,0,0.568,0,none,0
3.82,4.07,1,115.9,399.82,0,0,Desktop,Chrome,0,9,2.7,0,0,0,0.175,0,none,0
3.75,4.98,1,359.2,545.77,0,1,Mobile,Chrome,1,20,3.84,0,0,0,0.402,0,none,0
4.68,4.55,1,346.98,480.17,0,0,Mobile,Firefox,1,12,2.39,0,0,0,0.53,0,none,0
3.27,4.34,1,207.32,564.25,0,1,Mobile,Edge,1,19,2.51,0,0,0,0.144,1,bot_attack,1
2.94,3.95,2,293.99,510.83,0,0,Mobile,Chrome,3,22,3.3,0,0,0,0.418,0,none,0
0.91,5.13,2,290.75,759.14,0,0,Desktop,Chrome,0,10,3.26,1,0,0,0.671,0,none,0
5.71,3.26,4,215.8,255.17,0,0,Desktop,Safari,0,0,1.59,0,1,0,0.595,0,none,0
